"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI.b0","nb.tI.b1","nb.tII.b0","nb.tII.b1","est.size","FP","TP","FDR","power"
"EBIC",1,80,0.33,"FALSE","FALSE","FALSE","9.33481937301751","4.99102548952962","4.3437938834879","0.633","0.051","0.143","2,3,4,5,6,7,43,44,46,47,48,49,53",0.014858828717181,FALSE,0,1,1,1,13,1,12,0.0769230769230769,0.857142857142857
"EBIC",10,80,0.33,"FALSE","FALSE","FALSE","9.53828908693237","4.31173272071768","5.22655636621468","0.307","0.059","0.109","2,3,4,6,7,43,44,45,47,48,49",0.0235849787484838,FALSE,0,0,2,1,11,0,11,0,0.785714285714286
"EBIC",100,80,0.33,"FALSE","FALSE","FALSE","9.3746879047588","5.37160606247359","4.00308184228521","0.333","0.058","0.134","2,4,5,6,7,43,44,45,46,48,49",0.0215670004343288,FALSE,0,0,2,1,11,0,11,0,0.785714285714286
"EBIC",11,80,0.33,"FALSE","FALSE","FALSE","9.17314210331654","5.91123108472779","3.26191101858875","0.538","0.048","0.114","2,4,5,6,7,22,43,44,46,47,48,49",0.0245743545478523,FALSE,1,0,2,1,12,1,11,0.0833333333333333,0.785714285714286
"EBIC",12,80,0.33,"FALSE","FALSE","FALSE","10.0142848988918","5.88538090692144","4.12890399197036","0.537","0.061","0.117","2,3,4,6,7,41,43,44,45,46,47,48,49",0.0183261750407897,FALSE,1,0,2,0,13,1,12,0.0769230769230769,0.857142857142857
"EBIC",13,80,0.33,"TRUE","TRUE","FALSE","12.8379016189135","5.99837473528073","6.83952688363274","0.283","0.047","0.1","2,3,4,5,6,7,43,44,45,46,47,48,49",0.00567210109067883,FALSE,0,0,1,0,13,0,13,0,0.928571428571429
"EBIC",14,80,0.33,"FALSE","FALSE","FALSE","10.7031706819272","3.81765315746072","6.8855175244665","0.343","0.053","0.112","2,3,4,5,6,7,43,44,45,46,47,48,49",0.00466986516800679,FALSE,0,0,1,0,13,0,13,0,0.928571428571429
"EBIC",15,80,0.33,"FALSE","FALSE","FALSE","10.1364860908301","6.19752445154647","3.93896163928365","0.426","0.048","0.107","2,3,4,5,6,7,9,42,43,44,46,47,48,49",0.018521811923259,FALSE,2,0,1,1,14,2,12,0.142857142857143,0.857142857142857
"EBIC",16,80,0.33,"FALSE","FALSE","FALSE","9.89386803455349","5.08260446215036","4.81126357240313","0.482","0.048","0.122","2,3,4,5,6,7,42,43,44,45,47,48,49",0.0155958445309886,FALSE,1,0,1,1,13,1,12,0.0769230769230769,0.857142857142857
"EBIC",17,80,0.33,"FALSE","FALSE","FALSE","9.0308034508273","5.19375438555883","3.83704906526847","0.575","0.049","0.12","2,3,4,5,6,7,43,44,45,47,48,49,50",0.0244224961880006,FALSE,0,1,1,1,13,1,12,0.0769230769230769,0.857142857142857
"EBIC",18,80,0.33,"FALSE","FALSE","FALSE","10.2971632591005","4.81564480249043","5.48151845661005","0.502","0.051","0.117","2,3,4,5,6,7,30,43,44,45,46,47,48,49",0.00895418794115393,FALSE,1,0,1,0,14,1,13,0.0714285714285714,0.928571428571429
"EBIC",19,80,0.33,"FALSE","FALSE","FALSE","10.7414248221323","5.67632668644441","5.06509813568786","0.441","0.047","0.105","2,3,4,5,6,7,43,44,45,46,47,48,49",0.00498265691804128,FALSE,0,0,1,0,13,0,13,0,0.928571428571429
"EBIC",2,80,0.33,"FALSE","FALSE","FALSE","8.894370680769","5.23228518234572","3.66208549842328","0.662","0.057","0.118","2,4,5,6,7,43,44,45,46,47,48,49",0.00996945806104018,FALSE,0,0,2,0,12,0,12,0,0.857142857142857
"EBIC",20,80,0.33,"FALSE","FALSE","FALSE","9.89986258409064","5.96302474682341","3.93683783726722","0.46","0.052","0.105","2,3,4,5,6,7,37,43,44,45,46,48,49,52",0.0224748487326253,FALSE,1,1,1,1,14,2,12,0.142857142857143,0.857142857142857
