"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI.b0","nb.tI.b1","nb.tII.b0","nb.tII.b1","est.size","FP","TP","FDR","power"
"EBIC",1,20,0.33,"FALSE","FALSE","FALSE","3.5878959663364","1.80907646028443","1.77881950605197","0.15","0.028","0.021","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.5347016387666,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",10,20,0.33,"FALSE","FALSE","FALSE","3.74500356081513","2.07519913940801","1.66980442140712","0.104","0.022","0.022","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17",0.168564183580275,FALSE,6,2,0,0,16,8,8,0.5,1
"EBIC",100,20,0.33,"TRUE","TRUE","FALSE","5.21699944660695","2.49517265893178","2.72182678767518","0.114","0.027","0.025","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.338334511770825,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",11,20,0.33,"FALSE","FALSE","FALSE","3.3965779340592","2.41259941190806","0.983978522151142","0.095","0.024","0.032","2,4,7,12,13",0.167602086747355,FALSE,1,0,2,2,5,1,4,0.2,0.5
"EBIC",12,20,0.33,"FALSE","FALSE","FALSE","3.38568729829574","1.31218229800762","2.07350500028812","0.086","0.026","0.027","4,6,12,13",0.297742506641886,FALSE,1,0,3,2,4,1,3,0.25,0.375
"EBIC",13,20,0.33,"FALSE","FALSE","FALSE","3.13435714138066","2.58980973982874","0.544547401551916","0.085","0.023","0.025","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.459424327258581,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",14,20,0.33,"FALSE","FALSE","FALSE","3.88472938496297","2.94374293413879","0.940986450824179","0.098","0.023","0.018","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.431993566969905,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",15,20,0.33,"FALSE","FALSE","FALSE","3.90316228202553","2.54137181326401","1.36179046876152","0.095","0.021","0.017","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.834107943700726,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",16,20,0.33,"FALSE","FALSE","FALSE","3.49276644828771","1.85631251388576","1.63645393440195","0.106","0.024","0.022","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.968264191865025,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",17,20,0.33,"FALSE","FALSE","FALSE","4.26277755890093","3.01275062095602","1.25002693794491","0.088","0.023","0.019","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.529058445152122,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",18,20,0.33,"FALSE","FALSE","FALSE","3.36543389138293","2.5314317863899","0.834002104993037","0.091","0.024","0.021","2,6,8,14",0.546206217961354,FALSE,2,0,3,3,4,2,2,0.5,0.25
"EBIC",19,20,0.33,"FALSE","FALSE","FALSE","3.71545271665084","2.5018320749548","1.21362064169604","0.096","0.023","0.023","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.34447318546414,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",2,20,0.33,"FALSE","FALSE","FALSE","3.17887204921585","2.52016942069749","0.658702628518355","0.078","0.034","0.017","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.713338413571427,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",20,20,0.33,"FALSE","FALSE","FALSE","3.62218862182677","2.43949387375105","1.18269474807572","0.097","0.023","0.021","2,3,5,12,14",0.201284651173789,FALSE,1,0,2,2,5,1,4,0.2,0.5
"EBIC",21,20,0.33,"FALSE","FALSE","FALSE","4.13744147533603","1.89758244681876","2.23985902851727","0.082","0.023","0.028","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.731992075497341,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",22,20,0.33,"FALSE","FALSE","FALSE","2.56181656719922","1.61482954623866","0.946987020960558","0.1","0.025","0.021","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",1.23340773577148,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",23,20,0.33,"FALSE","FALSE","FALSE","2.709149117961","2.25194833876446","0.457200779196541","0.084","0.022","0.02","1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17",0.594568493577502,FALSE,6,2,0,0,16,8,8,0.5,1
"EBIC",24,20,0.33,"FALSE","FALSE","FALSE","3.4761352958945","2.30673311266549","1.169402183229","0.076","0.023","0.024","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.737678889573175,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",25,20,0.33,"FALSE","FALSE","FALSE","3.93802699492829","3.33560354820231","0.602423446725979","0.088","0.027","0.059","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.28239711431351,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",26,20,0.33,"FALSE","FALSE","FALSE","4.39663960571583","3.3504187227567","1.04622088295913","0.092","0.021","0.018","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.259316299917779,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
"EBIC",27,20,0.33,"FALSE","FALSE","FALSE","3.15196138853765","1.95549696673521","1.19646442180244","0.093","0.024","0.029","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.645211329031533,FALSE,7,2,0,0,17,9,8,0.529411764705882,1
