"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI.b0","nb.tI.b1","nb.tII.b0","nb.tII.b1","est.size","FP","TP","FDR","power"
"EBIC",1,60,0.33,"FALSE","FALSE","FALSE","7.88398479556523","4.97867712371485","2.90530767185038","0.489","0.042","0.034","2,3,4,6,19,63,90,91,92,93,94",0.017764185510239,FALSE,2,0,2,1,11,2,9,0.181818181818182,0.75
"EBIC",10,60,0.33,"FALSE","FALSE","FALSE","6.82041339270831","4.11970671864034","2.70070667406797","0.592","0.038","0.034","1,3,4,5,6,91,94",0.0333294499843344,FALSE,0,0,1,4,7,0,7,0,0.583333333333333
"EBIC",100,60,0.33,"FALSE","FALSE","FALSE","8.40038020005556","3.44658282595226","4.9537973741033","0.823","0.042","0.039","2,4,6,57,89,90,91,92,93,94",0.0110579815707659,FALSE,1,0,3,0,10,1,9,0.1,0.75
"EBIC",11,60,0.33,"FALSE","FALSE","FALSE","7.24824737518642","4.19747060865015","3.05077676653627","0.515","0.041","0.037","2,3,4,5,6,55,90,91,92,94",0.0102811853860483,FALSE,1,0,1,2,10,1,9,0.1,0.75
"EBIC",12,60,0.33,"FALSE","FALSE","FALSE","7.02563051890953","3.36797752874669","3.65765299016284","0.849","0.047","0.039","15,54,55,59,74,89,90,91,93,97",0.0795480015603841,FALSE,5,1,6,2,10,6,4,0.6,0.333333333333333
"EBIC",13,60,0.33,"FALSE","FALSE","FALSE","7.2969485379872","4.07313274588432","3.22381579210288","0.373","0.036","0.03","3,4,5,6,91,92,94",0.0247816994188619,FALSE,0,0,2,3,7,0,7,0,0.583333333333333
"EBIC",14,60,0.33,"FALSE","FALSE","FALSE","7.13424742857069","4.27027047930575","2.86397694926494","0.43","0.04","0.04","1,3,5,6,90,91,93,94",0.0272585926481408,FALSE,0,0,2,2,8,0,8,0,0.666666666666667
"EBIC",15,60,0.33,"FALSE","FALSE","FALSE","6.31343089490749","4.01939991097916","2.29403098392832","0.407","0.039","0.035","3,4,5,6,60,90,91,92,94",0.018663885024476,FALSE,1,0,2,2,9,1,8,0.111111111111111,0.666666666666667
"EBIC",16,60,0.33,"FALSE","FALSE","FALSE","7.00553263289062","4.17996600846843","2.82556662442219","0.452","0.038","0.037","3,4,5,6,36,76,91,92,94",0.0238401625714901,FALSE,2,0,2,3,9,2,7,0.222222222222222,0.583333333333333
"EBIC",17,60,0.33,"FALSE","FALSE","FALSE","6.63666586564542","4.12510526182517","2.51156060382025","0.324","0.043","0.031","1,3,5,6,91,92,94",0.0340762752890068,FALSE,0,0,2,3,7,0,7,0,0.583333333333333
"EBIC",18,60,0.33,"FALSE","FALSE","FALSE","8.91620718633051","5.74887560582225","3.16733158050827","0.989","0.042","0.046","2,4,6,10,62,69,71,77,90,91,92,94,100",0.0329799629821825,FALSE,5,1,3,2,13,6,7,0.461538461538462,0.583333333333333
"EBIC",19,60,0.33,"FALSE","FALSE","FALSE","6.08663517404717","4.01847233169716","2.06816284235","0.901","0.043","0.04","2,4,6,27,71,81,89,90,91,92",0.0380791064764004,FALSE,3,0,3,2,10,3,7,0.3,0.583333333333333
"EBIC",2,60,0.33,"FALSE","FALSE","FALSE","6.60816136186385","3.97306067994482","2.63510068191903","0.696","0.037","0.035","4,6,40,49,68,91,92,94,98",0.0459178970557324,FALSE,3,1,4,3,9,4,5,0.444444444444444,0.416666666666667
"EBIC",20,60,0.33,"FALSE","FALSE","FALSE","6.84473515618735","2.99981797478613","3.84491718140123","0.689","0.036","0.034","2,3,4,6,89,90,91,92,93,94",0.00862176879017333,FALSE,0,0,2,0,10,0,10,0,0.833333333333333
"EBIC",21,60,0.33,"FALSE","FALSE","FALSE","7.63894265246059","4.13337522499816","3.50556742746243","0.585","0.041","0.034","1,3,5,6,39,87,90,91,93,94,101",0.0419486916412405,FALSE,2,1,2,2,11,3,8,0.272727272727273,0.666666666666667
"EBIC",22,60,0.33,"FALSE","FALSE","FALSE","6.4270033734713","3.46020359411114","2.96679977936016","0.558","0.038","0.034","2,3,5,6,90,91,92,93,94",0.0145303878626197,FALSE,0,0,2,1,9,0,9,0,0.75
"EBIC",23,60,0.33,"FALSE","FALSE","FALSE","6.38893074770637","4.08358046821693","2.30535027948945","0.734","0.038","0.038","2,4,6,30,49,91,92,94",0.0403998997217605,FALSE,2,0,3,3,8,2,6,0.25,0.5
"EBIC",24,60,0.33,"FALSE","FALSE","FALSE","6.27413025586898","3.69585594454833","2.57827431132065","0.909","0.045","0.038","14,17,26,29,31,49,54,90,91,92,95",0.104093243489222,FALSE,7,1,6,3,11,8,3,0.727272727272727,0.25
"EBIC",25,60,0.33,"FALSE","FALSE","FALSE","6.73086260045675","3.5209959102487","3.20986669020805","0.645","0.043","0.036","2,6,24,31,78,89,90,92,93,99",0.0607204083235901,FALSE,3,1,4,2,10,4,6,0.4,0.5
"EBIC",26,60,0.33,"FALSE","FALSE","FALSE","5.79829002731629","3.40993871720691","2.38835131010938","0.577","0.04","0.032","3,4,5,6,91,92,94",0.0240778281516625,FALSE,0,0,2,3,7,0,7,0,0.583333333333333
"EBIC",27,60,0.33,"FALSE","FALSE","FALSE","6.94417165492989","2.59411668659448","4.3500549683354","0.707","0.04","0.038","2,4,6,89,90,91,92,93,94",0.0144299813159921,FALSE,0,0,3,0,9,0,9,0,0.75
"EBIC",28,60,0.33,"FALSE","FALSE","FALSE","6.26717832481297","3.54903591776376","2.71814240704922","0.723","0.043","0.036","4,19,49,60,65,91,92",0.0829694875986028,FALSE,4,0,5,4,7,4,3,0.571428571428571,0.25
"EBIC",29,60,0.33,"FALSE","FALSE","FALSE","7.28525635407888","4.47181400690746","2.81344234717142","0.678","0.038","0.035","2,4,6,9,19,27,35,66,90,91,92",0.0493037716950766,FALSE,5,0,3,3,11,5,6,0.454545454545455,0.5
"EBIC",3,60,0.33,"FALSE","FALSE","FALSE","7.24045155092515","4.41852911104196","2.82192243988319","0.731","0.038","0.037","2,3,5,6,19,80,87,90,91,92",0.0396443576785301,FALSE,3,0,2,3,10,3,7,0.3,0.583333333333333
"EBIC",30,60,0.33,"FALSE","FALSE","FALSE","6.33271469837635","4.46628302914714","1.86643166922921","0.885","0.043","0.037","2,4,13,57,89,90,91,92,93,94",0.025125996077675,FALSE,2,0,4,0,10,2,8,0.2,0.666666666666667
"EBIC",31,60,0.33,"FALSE","FALSE","FALSE","8.95192471551507","3.88441591057964","5.06750880493543","0.457","0.038","0.032","2,4,6,27,84,90,91,92,93,94",0.0205850322877346,FALSE,2,0,3,1,10,2,8,0.2,0.666666666666667
