"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI.b0","nb.tI.b1","nb.tII.b0","nb.tII.b1","est.size","FP","TP","FDR","power"
"EBIC",1,80,0.33,"FALSE","FALSE","FALSE","11.0701953587131","4.15614020936009","6.91405514935304","0.203","0.035","0.076","2,3,4,6,7,19,43,44,45,46,47,48,49",0.0185930570239282,FALSE,1,0,2,0,13,1,12,0.0769230769230769,0.857142857142857
"EBIC",10,80,0.33,"FALSE","FALSE","FALSE","11.2598570166528","5.08439058299924","6.17546643365355","0.239","0.036","0.074","3,4,5,6,7,26,43,44,45,46,47,48,49",0.0151026413884933,FALSE,1,0,2,0,13,1,12,0.0769230769230769,0.857142857142857
"EBIC",100,80,0.33,"FALSE","FALSE","FALSE","10.1750109377627","4.14327087895766","6.03174005880501","0.281","0.035","0.082","2,3,4,5,6,7,37,39,43,44,45,46,47,48,49",0.0156557635399646,FALSE,2,0,1,0,15,2,13,0.133333333333333,0.928571428571429
"EBIC",11,80,0.33,"TRUE","TRUE","FALSE","12.0571644484168","5.04885148420827","7.00831296420856","0.204","0.034","0.071","2,3,4,5,6,7,43,44,45,46,47,48,49",0.00366377800001029,FALSE,0,0,1,0,13,0,13,0,0.928571428571429
"EBIC",12,80,0.33,"FALSE","FALSE","FALSE","10.0727919033917","3.90052236027103","6.17226954312067","0.279","0.035","0.074","3,4,5,6,7,21,43,44,45,46,47,48,49",0.0158477410706095,FALSE,1,0,2,0,13,1,12,0.0769230769230769,0.857142857142857
"EBIC",13,80,0.33,"TRUE","TRUE","FALSE","11.0967622930407","4.57344652142696","6.52331577161369","0.403","0.035","0.08","1,2,3,4,5,6,7,43,44,45,46,47,48,49",0.0046871125851601,TRUE,0,0,0,0,14,0,14,0,1
"EBIC",14,80,0.33,"FALSE","FALSE","FALSE","9.93790924821734","4.2564805813518","5.68142866686554","0.33","0.035","0.075","3,4,5,6,7,8,43,44,45,46,47,48,49",0.0198820598253294,FALSE,1,0,2,0,13,1,12,0.0769230769230769,0.857142857142857
"EBIC",15,80,0.33,"FALSE","FALSE","FALSE","10.9123318515735","3.8540495710116","7.0582822805619","0.278","0.038","0.071","2,3,4,5,6,7,43,44,45,46,47,48,49",0.00583238550307738,FALSE,0,0,1,0,13,0,13,0,0.928571428571429
"EBIC",16,80,0.33,"FALSE","FALSE","FALSE","10.6349289168553","3.25107369848649","7.38385521836877","0.329","0.039","0.083","3,4,5,6,7,37,43,44,45,47,48,49,50,52",0.0352147251163504,FALSE,1,2,2,1,14,3,11,0.214285714285714,0.785714285714286
"EBIC",17,80,0.33,"FALSE","FALSE","FALSE","9.67685662869542","3.57433716941024","6.10251945928518","0.255","0.035","0.076","2,4,6,7,30,38,43,44,45,47,48,49,50,52",0.039750359578846,FALSE,2,2,3,1,14,4,10,0.285714285714286,0.714285714285714
"EBIC",18,80,0.33,"FALSE","FALSE","FALSE","10.7647470564465","4.69570434080134","6.06904271564516","0.214","0.037","0.081","4,5,6,7,8,20,43,44,45,47,48,49",0.0375927427371963,FALSE,2,0,3,1,12,2,10,0.166666666666667,0.714285714285714
"EBIC",19,80,0.33,"TRUE","TRUE","FALSE","10.2179445299903","4.13359931657566","6.0843452134146","0.382","0.038","0.08","2,3,4,5,6,7,43,44,45,46,47,48,49",0.0051840555633489,FALSE,0,0,1,0,13,0,13,0,0.928571428571429
"EBIC",2,80,0.33,"FALSE","FALSE","FALSE","10.4961867308261","5.25177196908645","5.24441476173962","0.233","0.042","0.068","3,4,5,6,7,43,44,45,46,47,49",0.0341138282501077,FALSE,0,0,2,1,11,0,11,0,0.785714285714286
"EBIC",20,80,0.33,"FALSE","FALSE","FALSE","10.2873379737578","3.92567176936121","6.36166620439656","0.341","0.039","0.075","3,4,5,6,7,43,44,45,47,48,49,52",0.0256551872505777,FALSE,0,1,2,1,12,1,11,0.0833333333333333,0.785714285714286
"EBIC",21,80,0.33,"FALSE","FALSE","FALSE","10.4313145361073","3.59821101457504","6.83310352153226","0.219","0.036","0.081","2,3,4,5,6,43,44,45,46,47,48,49",0.0139777651091053,FALSE,0,0,2,0,12,0,12,0,0.857142857142857
"EBIC",22,80,0.33,"TRUE","TRUE","FALSE","13.1684748496025","6.44227742375639","6.72619742584612","0.257","0.03","0.076","2,3,4,6,7,9,15,43,44,45,46,47,48,49",0.0212956128184127,FALSE,2,0,2,0,14,2,12,0.142857142857143,0.857142857142857
"EBIC",23,80,0.33,"FALSE","FALSE","FALSE","9.74829348948303","4.22943209357044","5.51886139591259","0.3","0.033","0.072","2,3,4,5,6,7,43,44,45,46,47,48,49",0.0118310189258654,FALSE,0,0,1,0,13,0,13,0,0.928571428571429
"EBIC",24,80,0.33,"FALSE","FALSE","FALSE","8.87726289144701","2.75268109770946","6.12458179373754","0.257","0.038","0.08","2,4,6,7,43,44,45,46,47,48,49",0.0144901734882328,FALSE,0,0,3,0,11,0,11,0,0.785714285714286
