"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI","nb.tII","est.size","FP","TP","FDR","power"
"EBIC",1,500,0.33,"TRUE","TRUE","FALSE","17.1460323393365","15.9995919308438","1.14644040849271","9.902","0.323","0.915","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.00026092947660165,FALSE,0,1,17,0,17,0,0.944444444444444
"EBIC",10,500,0.33,"TRUE","TRUE","FALSE","17.9376632482523","17.7968932798558","0.140769968396548","10.466","0.309","0.945","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000146435277794301,TRUE,0,0,18,0,18,0,1
"EBIC",100,500,0.33,"TRUE","TRUE","FALSE","18.0919679405033","17.9753876914046","0.11658024909868","9.674","0.294","0.891","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",6.88108450991756e-05,TRUE,0,0,18,0,18,0,1
"EBIC",11,500,0.33,"TRUE","TRUE","FALSE","17.5404986215162","17.3865740976544","0.153924523861834","10.905","0.286","0.9","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000114520631031029,TRUE,0,0,18,0,18,0,1
"EBIC",12,500,0.33,"TRUE","TRUE","FALSE","18.1154102656587","17.9989936291227","0.116416636536038","9.489","0.279","0.806","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000123846876081248,TRUE,0,0,18,0,18,0,1
"EBIC",13,500,0.33,"TRUE","TRUE","FALSE","17.9096293927178","17.6598868386502","0.249742554067596","11.17","0.32","0.84","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,236",0.000228394894361945,FALSE,1,0,19,1,18,0.0526315789473684,1
"EBIC",14,500,0.33,"TRUE","TRUE","FALSE","17.4972822947848","17.3884330631757","0.10884923160908","10.179","0.298","0.87","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000109686400279826,TRUE,0,0,18,0,18,0,1
"EBIC",15,500,0.33,"TRUE","TRUE","FALSE","18.1987929332448","17.0020562029886","1.1967367302562","10.377","0.305","0.972","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,613",0.000159373764878666,FALSE,1,0,19,1,18,0.0526315789473684,1
"EBIC",16,500,0.33,"TRUE","TRUE","FALSE","17.5001329074541","17.1309043446974","0.369228562756688","10.174","0.291","0.859","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,49",0.000187997378283466,FALSE,1,0,19,1,18,0.0526315789473684,1
"EBIC",17,500,0.33,"TRUE","TRUE","FALSE","18.1336379792144","17.961500958016","0.17213702119836","10.006","0.302","0.905","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,163",0.000218111025641036,FALSE,1,0,19,1,18,0.0526315789473684,1
"EBIC",18,500,0.33,"TRUE","TRUE","FALSE","18.2221517717729","18.0008766623472","0.221275109425669","10.219","0.279","0.816","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",9.42887131379683e-05,TRUE,0,0,18,0,18,0,1
