"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI","nb.tII","est.size","FP","TP","FDR","power"
"EBIC",1,20,0.33,"FALSE","FALSE","FALSE","20","6","14","0.169","0.022","0.015","1,2,3,4,6,9,10,13,15,17,20,21,22,26,27,28,34,36,37",0.0927198032753254,FALSE,13,3,19,13,6,0.684210526315789,0.666666666666667
"EBIC",10,20,0.33,"FALSE","FALSE","FALSE","0.161146582114357","0.0474199995375921","0.113726582576765","0.073","0.02","0.013","6,16,30,35,36",0.456447154758239,FALSE,4,8,5,4,1,0.8,0.111111111111111
"EBIC",100,20,0.33,"FALSE","FALSE","FALSE","20","8","12","0.067","0.02","0.014","1,2,3,4,5,6,7,9,10,13,15,30,31,32,34,35,38",0.119704899494316,FALSE,9,1,17,9,8,0.529411764705882,0.888888888888889
"EBIC",11,20,0.33,"FALSE","FALSE","FALSE","7.58452582620638","2.31129831259497","5.27322751361141","0.072","0.02","0.013","2,4,6,7,8,11,13,15,16,17,19,24,25,27,29,31,34,36,38",0.282476778945728,FALSE,14,4,19,14,5,0.736842105263158,0.555555555555556
"EBIC",12,20,0.33,"FALSE","FALSE","FALSE","13.919765608607","5.56441610410049","8.35534950450649","0.067","0.02","0.013","2,5,6,8,11,15,22,23,28,29,30,31,34,35,38,39",1.47399577226986,FALSE,12,5,16,12,4,0.75,0.444444444444444
"EBIC",13,20,0.33,"FALSE","FALSE","FALSE","19.1772475752316","9.59472863111591","9.58251894411572","0.068","0.021","0.013","1,3,4,5,6,7,8,9,11,12,13,14,15,16,20,21,30,31,36",0.162807559944728,FALSE,11,1,19,11,8,0.578947368421053,0.888888888888889
"EBIC",14,20,0.33,"FALSE","FALSE","FALSE","3.3627205715811","1.50934097388526","1.85337959769584","0.137","0.023","0.012","1,9,15,31",0.267504998420073,FALSE,2,7,4,2,2,0.5,0.222222222222222
"EBIC",15,20,0.33,"FALSE","FALSE","FALSE","14.1125867006128","6.36171426430741","7.75087243630534","0.077","0.021","0.011","1,2,3,4,5,7,9,10,13,14,18,20,27,32,34,35,36",0.1912698598137,FALSE,10,2,17,10,7,0.588235294117647,0.777777777777778
"EBIC",16,20,0.33,"FALSE","FALSE","FALSE","0.482918624193386","0.177843670588222","0.305074953605164","0.102","0.022","0.013","1,2,4,6,7,9,10,12,13,17,19,21,24,27,30,32,34,36",0.324291908160882,FALSE,12,3,18,12,6,0.666666666666667,0.666666666666667
"EBIC",17,20,0.33,"FALSE","FALSE","FALSE","0.492924306673158","0.267311401849166","0.225612904823992","0.102","0.02","0.013","1,2,4,7,8,9,13,15,18,20,23,25,28,30,31,32,34,36,37",0.220410060995415,FALSE,13,3,19,13,6,0.684210526315789,0.666666666666667
