"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI","nb.tII","est.size","FP","TP","FDR","power"
"EBIC",1,400,0.33,"TRUE","TRUE","FALSE","17.1861958272884","16.9908106478801","0.19538517940826","7.159","0.219","0.714","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000355862019911885,FALSE,0,1,17,0,17,0,0.944444444444444
"EBIC",10,400,0.33,"TRUE","TRUE","FALSE","18.1315424539364","16.998448572435","1.13309388150149","6.584","0.228","0.653","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000148442800285809,TRUE,0,0,18,0,18,0,1
"EBIC",100,400,0.33,"TRUE","TRUE","FALSE","18.1178796874715","15.0003129817774","3.11756670569413","6.408","0.213","0.631","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",7.99532558785129e-05,TRUE,0,0,18,0,18,0,1
"EBIC",11,400,0.33,"TRUE","TRUE","FALSE","18.1141374236992","17.0006220567484","1.11351536695083","6.321","0.215","0.669","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",5.21338741012633e-05,TRUE,0,0,18,0,18,0,1
"EBIC",12,400,0.33,"TRUE","TRUE","FALSE","17.1705828446694","16.0087511737889","1.16183167088051","6.757","0.212","0.601","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000331552383319526,FALSE,0,1,17,0,17,0,0.944444444444444
"EBIC",13,400,0.33,"TRUE","TRUE","FALSE","18.1300498013866","16.9998193260824","1.13023047530427","6.566","0.221","0.651","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000148179001284378,TRUE,0,0,18,0,18,0,1
"EBIC",14,400,0.33,"TRUE","TRUE","FALSE","17.8508050843454","17.7384705366783","0.112334547667188","6.911","0.225","0.668","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000160588631677133,TRUE,0,0,18,0,18,0,1
"EBIC",15,400,0.33,"TRUE","TRUE","FALSE","17.723678166201","17.5989036029812","0.124774563219786","7.648","0.213","0.672","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.00017765576870463,TRUE,0,0,18,0,18,0,1
"EBIC",16,400,0.33,"TRUE","TRUE","FALSE","17.5652433954055","16.3165591964071","1.24868419899843","7.674","0.206","0.607","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,236",0.000346707643238431,FALSE,1,0,19,1,18,0.0526315789473684,1
"EBIC",17,400,0.33,"TRUE","TRUE","FALSE","17.5392731899512","16.4042709675762","1.13500222237506","7.685","0.212","0.672","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000123540889221406,TRUE,0,0,18,0,18,0,1
"EBIC",18,400,0.33,"TRUE","TRUE","FALSE","17.1575116942782","16.0097799296539","1.14773176462425","6.648","0.21","0.625","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000446037511562565,FALSE,0,1,17,0,17,0,0.944444444444444
"EBIC",19,400,0.33,"TRUE","TRUE","FALSE","18.1079608058688","17.0037887096009","1.10417209626792","6.517","0.216","0.696","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000101253572817714,TRUE,0,0,18,0,18,0,1
"EBIC",2,400,0.33,"TRUE","TRUE","FALSE","18.1798002044467","16.9785870910198","1.20121311342693","7.332","0.198","0.582","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000106768518290685,TRUE,0,0,18,0,18,0,1
"EBIC",20,400,0.33,"TRUE","TRUE","FALSE","17.1034657336399","15.9764730753821","1.12699265825779","6.36","0.202","0.579","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000327518010777165,FALSE,0,1,17,0,17,0,0.944444444444444
"EBIC",21,400,0.33,"TRUE","TRUE","FALSE","17.4944539160922","16.3086796192904","1.18577429680179","7.348","0.212","0.626","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,254",0.000334964729328116,FALSE,1,0,19,1,18,0.0526315789473684,1
"EBIC",22,400,0.33,"TRUE","TRUE","FALSE","18.1312511943638","16.9904547446478","1.14079644971591","6.65","0.221","0.716","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",7.39406924633479e-05,TRUE,0,0,18,0,18,0,1
"EBIC",23,400,0.33,"TRUE","TRUE","FALSE","18.160979994971","17.9973821486509","0.163597846320054","6.632","0.22","0.662","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",7.32591415126659e-05,TRUE,0,0,18,0,18,0,1
"EBIC",24,400,0.33,"TRUE","TRUE","FALSE","18.0593251152324","16.9214625021404","1.137862613092","6.874","0.215","0.666","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000162591471773383,TRUE,0,0,18,0,18,0,1
