"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","sel.model","est.mse","recovery","nb.tI.b0","nb.tI.b1","nb.tII.b0","nb.tII.b1","est.size","FP","TP","FDR","power"
"EBIC",1,40,0.33,"FALSE","FALSE","FALSE","5.22741968395652","1.82126152087702","3.4061581630795","0.479","2,6,10,13,24,32,43,51,52",0.191493649760142,FALSE,3,3,4,5,9,6,3,0.666666666666667,0.25
"EBIC",10,40,0.33,"FALSE","FALSE","FALSE","5.75513279826033","3.77650122499725","1.97863157326308","0.342","2,3,4,5,6,8,10,12,13,17,18,20,21,27,28,30,31,32,34,35,37,39,40,42,50,52",0.0913784369878833,FALSE,8,8,1,1,26,16,10,0.615384615384615,0.833333333333333
"EBIC",100,40,0.33,"FALSE","FALSE","FALSE","5.26975145839193","3.93845951173701","1.33129194665492","0.419","1,2,3,5,28,31",0.0846335791202983,FALSE,0,0,2,4,6,0,6,0,0.5
"EBIC",11,40,0.33,"FALSE","FALSE","FALSE","6.24070679250118","4.61600357156206","1.62470322093912","0.426","2,3,4,5,6,16,25,30,39,44,47",0.079594794080643,FALSE,2,3,1,5,11,5,6,0.454545454545455,0.5
"EBIC",12,40,0.33,"FALSE","FALSE","FALSE","6.05670450320173","3.48166825294327","2.57503625025846","0.442","2,4,5,6,29,30,43,48,49",0.0870307921460851,FALSE,0,3,2,4,9,3,6,0.333333333333333,0.5
"EBIC",13,40,0.33,"FALSE","FALSE","FALSE","6.83017119720152","2.36807947196868","4.46209172523284","0.451","2,10,15,28,30,32,34,36,43,52",0.128254719916198,FALSE,2,4,5,3,10,6,4,0.6,0.333333333333333
"EBIC",14,40,0.33,"FALSE","FALSE","FALSE","5.64864859803221","2.1953297083354","3.45331888969681","0.441","2,13,15,20,28,30,31,44",0.191107652379378,FALSE,3,1,5,3,8,4,4,0.5,0.333333333333333
"EBIC",15,40,0.33,"FALSE","FALSE","FALSE","5.92218624391114","2.92267515680049","2.99951108711065","0.427","1,2,5,6,14,26,31,32,38",0.116878368496121,FALSE,2,1,2,4,9,3,6,0.333333333333333,0.5
"EBIC",16,40,0.33,"FALSE","FALSE","FALSE","5.92988171605513","2.76126134323021","3.16862037282492","0.504","1,2,3,5,28,31,32",0.0677674736153186,FALSE,0,0,2,3,7,0,7,0,0.583333333333333
"EBIC",17,40,0.33,"FALSE","FALSE","FALSE","6.02433084673887","3.13589466323039","2.88843618350848","0.281","1,2,3,4,5,6,9,10,15,17,20,25,27,28,29,30,31,32,33,35,36,37,40,43,44,45,46,47,49,50",0.110312572861525,FALSE,6,12,0,0,30,18,12,0.6,1
"EBIC",18,40,0.33,"FALSE","FALSE","FALSE","6.14473980129277","3.20465549546208","2.94008430583069","0.305","2,4,6,29,30,39",0.0900281804982663,FALSE,0,1,3,4,6,1,5,0.166666666666667,0.416666666666667
"EBIC",19,40,0.33,"FALSE","FALSE","FALSE","6.20029936067654","2.95047613605184","3.2498232246247","0.372","2,4,6,28,29,30,32,41,42,49",0.0698361275362683,FALSE,0,3,3,2,10,3,7,0.3,0.583333333333333
"EBIC",2,40,0.33,"FALSE","FALSE","FALSE","4.98511980131691","2.29441652655723","2.69070327475967","0.428","2,28,30,32,34,40,42",0.125514765221045,FALSE,0,3,5,3,7,3,4,0.428571428571429,0.333333333333333
"EBIC",20,40,0.33,"FALSE","FALSE","FALSE","5.60468367572954","2.36492073312691","3.23976294260263","0.437","2,4,6,26,30,45,47,49",0.103305542522472,FALSE,1,3,3,5,8,4,4,0.5,0.333333333333333
