"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","sel.model","est.mse","recovery","nb.tI.b0","nb.tI.b1","nb.tII.b0","nb.tII.b1","est.size","FP","TP","FDR","power"
"EBIC",1,80,0.33,"FALSE","FALSE","FALSE","8.31887886204661","4.35190836991194","3.96697049213467","0.848","2,4,5,6,7,49,51,52,53,54",0.0153503840315033,FALSE,0,0,2,2,10,0,10,0,0.714285714285714
"EBIC",10,80,0.33,"FALSE","FALSE","FALSE","8.81678309131733","4.40024407337172","4.41653901794561","0.958","2,4,6,7,49,51,53,54,80,86",0.0309284970370188,FALSE,0,2,3,3,10,2,8,0.2,0.571428571428571
"EBIC",100,80,0.33,"FALSE","FALSE","FALSE","9.64933280727595","4.80534336412553","4.84398944315042","0.636","2,4,5,6,7,49,50,51,52,53,54",0.00817126693574145,FALSE,0,0,2,1,11,0,11,0,0.785714285714286
"EBIC",11,80,0.33,"FALSE","FALSE","FALSE","8.70064168637156","4.09581359271112","4.60482809366044","1.654","2,4,6,7,48,49,51,52,53,54,87,93",0.0253336338907499,FALSE,0,2,3,1,12,2,10,0.166666666666667,0.714285714285714
"EBIC",12,80,0.33,"FALSE","FALSE","FALSE","8.62030635817512","5.37379830954396","3.24650804863116","0.663","2,3,4,5,6,7,49,50,51,52,53,54",0.00536539096884015,FALSE,0,0,1,1,12,0,12,0,0.857142857142857
"EBIC",13,80,0.33,"FALSE","FALSE","FALSE","11.2619551040878","6.09875267343391","5.16320243065384","0.575","2,3,4,5,6,7,49,50,51,52,53,54",0.00515758530188957,FALSE,0,0,1,1,12,0,12,0,0.857142857142857
"EBIC",14,80,0.33,"FALSE","FALSE","FALSE","9.57799349787244","5.21406424827552","4.36392924959693","1.368","2,3,4,5,6,7,49,50,51,52,53,54",0.00663559384629649,FALSE,0,0,1,1,12,0,12,0,0.857142857142857
"EBIC",15,80,0.33,"FALSE","FALSE","FALSE","9.68329232011846","5.83560096232217","3.84769135779629","0.923","2,3,4,5,6,7,49,51,52,53,54",0.00723056948347549,FALSE,0,0,1,2,11,0,11,0,0.785714285714286
"EBIC",16,80,0.33,"FALSE","FALSE","FALSE","9.39850795542984","5.28924474322812","4.10926321220172","0.709","1,2,4,5,6,7,13,51,52,53,54",0.0162314815206067,FALSE,1,0,1,3,11,1,10,0.0909090909090909,0.714285714285714
"EBIC",17,80,0.33,"FALSE","FALSE","FALSE","9.78568837519813","4.85927298177791","4.92641539342022","0.726","2,3,4,5,7,49,50,51,52,53,54",0.0148804263188534,FALSE,0,0,2,1,11,0,11,0,0.785714285714286
"EBIC",18,80,0.33,"FALSE","FALSE","FALSE","9.78810143209669","5.46668264147942","4.32141879061727","0.99","2,3,4,5,6,7,10,48,51,53,54,67,89",0.0313032426534155,FALSE,1,2,1,3,13,3,10,0.230769230769231,0.714285714285714
"EBIC",19,80,0.33,"FALSE","FALSE","FALSE","9.31218216280022","5.16394047298384","4.14824168981638","0.522","2,3,4,5,6,7,50,51,52,53,54",0.0116218332742455,FALSE,0,0,1,2,11,0,11,0,0.785714285714286
"EBIC",2,80,0.33,"FALSE","FALSE","FALSE","8.32908732835655","5.13962889130427","3.18945843705228","0.635","2,4,5,6,7,38,51,52,53,54",0.0199068301227947,FALSE,1,0,2,3,10,1,9,0.1,0.642857142857143
"EBIC",20,80,0.33,"FALSE","FALSE","FALSE","8.93529835915347","5.47594905531907","3.4593493038344","0.558","2,3,4,5,6,7,51,53,54",0.0194990987696936,FALSE,0,0,1,4,9,0,9,0,0.642857142857143
