"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI","nb.tII","est.size","FP","TP","FDR","power"
"EBIC",1,400,0.33,"TRUE","TRUE","FALSE","18.1754277352861","17.998247366841","0.177180368445129","5.055","0.183","0.526","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000188767405374776,TRUE,0,0,18,0,18,0,1
"EBIC",10,400,0.33,"TRUE","TRUE","FALSE","17.5958819633459","17.4629634105809","0.132918552764975","5.388","0.176","0.468","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000148442800285807,TRUE,0,0,18,0,18,0,1
"EBIC",100,400,0.33,"TRUE","TRUE","FALSE","18.1028826355177","17.9823132298339","0.120569405683873","4.667","0.177","0.471","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",7.99532558785139e-05,TRUE,0,0,18,0,18,0,1
"EBIC",11,400,0.33,"TRUE","TRUE","FALSE","18.1140308956592","17.9981537716627","0.115877123996459","4.632","0.173","0.492","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",5.21338741012627e-05,TRUE,0,0,18,0,18,0,1
"EBIC",12,400,0.33,"TRUE","TRUE","FALSE","18.2022256842775","17.9848593167882","0.217366367489337","5.392","0.189","0.482","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000182581558385998,TRUE,0,0,18,0,18,0,1
"EBIC",13,400,0.33,"TRUE","TRUE","FALSE","17.4868991988697","17.3571648944003","0.129734304469403","5.201","0.178","0.45","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000148179001284379,TRUE,0,0,18,0,18,0,1
"EBIC",14,400,0.33,"TRUE","TRUE","FALSE","17.1645780368568","17.0515048932369","0.113073143619956","4.826","0.181","0.487","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000160588631677134,TRUE,0,0,18,0,18,0,1
"EBIC",15,400,0.33,"TRUE","TRUE","FALSE","18.0131307151335","17.8927041368506","0.120426578282988","4.941","0.176","0.487","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.00017765576870463,TRUE,0,0,18,0,18,0,1
"EBIC",16,400,0.33,"TRUE","TRUE","FALSE","18.2599759544611","17.9999641967746","0.260011757686492","5.112","0.189","0.597","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,236",0.000346707643238429,FALSE,1,0,19,1,18,0.0526315789473684,1
"EBIC",17,400,0.33,"TRUE","TRUE","FALSE","18.0339284369543","17.9081652454385","0.125763191515888","4.975","0.177","0.485","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000123540889221403,TRUE,0,0,18,0,18,0,1
"EBIC",18,400,0.33,"TRUE","TRUE","FALSE","18.1241341530364","17.9999911956853","0.124142957351174","4.657","0.179","0.459","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.0002761214348717,TRUE,0,0,18,0,18,0,1
"EBIC",19,400,0.33,"TRUE","TRUE","FALSE","18.1092333058725","17.9976907635038","0.111542542368632","4.392","0.181","0.492","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000101253572817715,TRUE,0,0,18,0,18,0,1
"EBIC",2,400,0.33,"TRUE","TRUE","FALSE","17.1923121373009","17.0351584673932","0.157153669907717","4.879","0.162","0.412","1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18",0.000356763993018412,FALSE,0,1,17,0,17,0,0.944444444444444
"EBIC",20,400,0.33,"TRUE","TRUE","FALSE","17.9765148211788","17.8243760675364","0.152138753642405","4.889","0.169","0.435","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000180768732399399,TRUE,0,0,18,0,18,0,1
"EBIC",21,400,0.33,"TRUE","TRUE","FALSE","18.1846405082208","17.9999655141222","0.184674994098642","5.028","0.184","0.472","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,254",0.000334964729328115,FALSE,1,0,19,1,18,0.0526315789473684,1
"EBIC",22,400,0.33,"TRUE","TRUE","FALSE","18.0522330360939","17.8983420360439","0.153891000050074","5.264","0.186","0.527","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",7.39406924633497e-05,TRUE,0,0,18,0,18,0,1
"EBIC",23,400,0.33,"TRUE","TRUE","FALSE","18.1632413678705","17.9988848721054","0.164356495765091","4.912","0.182","0.521","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",7.32591415126657e-05,TRUE,0,0,18,0,18,0,1
"EBIC",24,400,0.33,"TRUE","TRUE","FALSE","18.1259106769151","17.9916608778867","0.134249799028328","4.702","0.194","0.511","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000162591471773386,TRUE,0,0,18,0,18,0,1
"EBIC",25,400,0.33,"TRUE","TRUE","FALSE","17.2965194856757","17.1444748410444","0.152044644631327","5.597","0.178","0.471","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000166383704268367,TRUE,0,0,18,0,18,0,1
"EBIC",26,400,0.33,"TRUE","TRUE","FALSE","17.3793420265405","17.1207292235822","0.258612802958277","5.433","0.186","0.491","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000189224389172627,TRUE,0,0,18,0,18,0,1
"EBIC",27,400,0.33,"TRUE","TRUE","FALSE","18.0821338481135","17.949742602769","0.132391245344473","4.971","0.178","0.497","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000222842429258156,TRUE,0,0,18,0,18,0,1
"EBIC",28,400,0.33,"TRUE","TRUE","FALSE","18.1328088546457","17.9665437362955","0.166265118350204","4.786","0.178","0.482","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000209097158730661,TRUE,0,0,18,0,18,0,1
"EBIC",29,400,0.33,"TRUE","TRUE","FALSE","17.5067983556742","17.3575781746284","0.149220181045808","5.672","0.18","0.453","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",0.000207575737297243,TRUE,0,0,18,0,18,0,1
