"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI","nb.tII","est.size","FP","TP","FDR","power"
"EBIC",1,60,0.33,"FALSE","FALSE","FALSE","7.68922014936485","4.98743848061308","2.70178166875177","0.574","0.035","0.031","1,2,3,4,5,6,9,10,11,12",0.00713355871682619,FALSE,0,2,10,0,10,0,0.833333333333333
"EBIC",10,60,0.33,"FALSE","FALSE","FALSE","6.81906764327463","4.11123778260381","2.70782986067082","0.559","0.032","0.028","1,2,3,4,5,6,10,11,12",0.00946140954529442,FALSE,0,3,9,0,9,0,0.75
"EBIC",100,60,0.33,"FALSE","FALSE","FALSE","7.94134491333354","4.19237539422955","3.74896951910399","0.557","0.035","0.03","1,3,5,6,7,8,10,11,12,14,66,71,81,83",0.0332757930150593,FALSE,5,3,14,5,9,0.357142857142857,0.75
"EBIC",11,60,0.33,"FALSE","FALSE","FALSE","7.01100311899139","5.19042859233904","1.82057452665235","0.445","0.033","0.029","1,3,5,6,8,10,12,14,28,49",0.0391611579949372,FALSE,3,5,10,3,7,0.3,0.583333333333333
"EBIC",12,60,0.33,"FALSE","FALSE","FALSE","6.9335489110909","3.72551907830594","3.20802983278495","0.999","0.041","0.033","8,10,14,20,30,49,59,72,100",0.133441409058966,FALSE,7,10,9,7,2,0.777777777777778,0.166666666666667
"EBIC",13,60,0.33,"FALSE","FALSE","FALSE","7.50194670440047","3.92526503802579","3.57668166637469","0.609","0.036","0.029","2,5,6,10,11,12,30,72,99,102",0.0445075428748324,FALSE,4,6,10,4,6,0.4,0.5
"EBIC",14,60,0.33,"FALSE","FALSE","FALSE","8.30501182945556","4.27310732418778","4.03190450526777","0.525","0.034","0.029","1,3,5,6,10,11,12,70,79,91",0.0329062222068197,FALSE,3,5,10,3,7,0.3,0.583333333333333
"EBIC",15,60,0.33,"FALSE","FALSE","FALSE","6.92936673020583","5.14630087382392","1.78306585638191","0.413","0.032","0.034","1,3,5,6,10,12,14,17,60,75,100",0.0518114178080984,FALSE,5,6,11,5,6,0.454545454545455,0.5
"EBIC",16,60,0.33,"FALSE","FALSE","FALSE","6.95725970217814","5.16929877036627","1.78796093181188","0.425","0.033","0.029","1,3,5,6,8,10,12,14,36",0.0314487717881559,FALSE,2,5,9,2,7,0.222222222222222,0.583333333333333
"EBIC",17,60,0.33,"FALSE","FALSE","FALSE","6.7096564684374","3.19983573039856","3.50982073803883","0.324","0.033","0.027","1,2,3,5,6,10,11,12",0.0201954509064488,FALSE,0,4,8,0,8,0,0.666666666666667
