"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","sel.model","est.mse","recovery","nb.tI.b0","nb.tI.b1","nb.tII.b0","nb.tII.b1","est.size","FP","TP","FDR","power"
"EBIC",1,20,0.33,"FALSE","FALSE","FALSE","14.7509383509118","10.2838203135289","4.46711803738286","0.128","1,3,7,8,10,15,17,18,19,26,28,30,31,32,33,35,37",0.225985029556921,FALSE,9,2,2,0,17,11,6,0.647058823529412,0.75
"EBIC",10,20,0.33,"FALSE","FALSE","FALSE","5.93089815287513","4.26670034010414","1.66419781277099","0.124","1,2,7,10,11,16,22,26,29,30,31,33,34,35,36,37",0.279136248202604,FALSE,7,4,2,1,16,11,5,0.6875,0.625
"EBIC",100,20,0.33,"TRUE","TRUE","FALSE","6.88574454496734","5.29175546219899","1.59398908276834","0.092","1,4,5,6,9,11,13,17,20,22,31,32,33,34,35",0.149692879502534,FALSE,8,2,2,1,15,10,5,0.666666666666667,0.625
"EBIC",11,20,0.33,"FALSE","FALSE","FALSE","10.9202507095146","9.28964992755406","1.63060078196056","0.164","1,2,4,5,6,9,11,14,18,19,20,21,22,23,24,25,27,30,31",0.324377834127387,FALSE,14,0,1,2,19,14,5,0.736842105263158,0.625
"EBIC",12,20,0.33,"FALSE","FALSE","FALSE","0.445318198165959","0.336219520958601","0.109098677207359","0.106","1,2,3,4,6,8,12,13,15,17,18,21,24,25,28,29,30,31,33",0.309485689109915,FALSE,12,0,0,1,19,12,7,0.631578947368421,0.875
"EBIC",13,20,0.33,"FALSE","FALSE","FALSE","0.622373308828225","0.474834202556551","0.147539106271673","0.104","1,2,4,14,24,26,29,31,33",0.166154351415508,FALSE,4,0,1,2,9,4,5,0.444444444444444,0.625
"EBIC",14,20,0.33,"FALSE","FALSE","FALSE","20","18","2","0.098","2,3,4,5,7,9,10,11,12,14,16,17,20,21,24,25,28,29,30",0.0982237956783918,FALSE,15,0,1,3,19,15,4,0.789473684210526,0.5
"EBIC",15,20,0.33,"FALSE","FALSE","FALSE","3.58081438910811","3.17690522941053","0.403909159697576","0.209","1,2,3,4,6,8,10,13,14,17,25,31,32,33,35,36",0.0942531813626869,FALSE,7,2,0,1,16,9,7,0.5625,0.875
"EBIC",16,20,0.33,"FALSE","FALSE","FALSE","2.78513588240957","2.54479957309226","0.240336309317319","0.135","3,12,14,16,28,32,36",0.375924785610234,FALSE,4,1,3,3,7,5,2,0.714285714285714,0.25
"EBIC",17,20,0.33,"FALSE","FALSE","FALSE","20","14","6","0.085","1,2,3,4,5,7,8,9,20,21,23,24,25,28,30,31,32,33,35",0.171585082784389,FALSE,10,1,0,0,19,11,8,0.578947368421053,1
"EBIC",18,20,0.33,"FALSE","FALSE","FALSE","15.4864488468223","13.1198382181079","2.36661062871443","0.106","2,4,8,10,11,13,15,17,19,21,22,23,24,25,26,28,29,30,31",0.246523602811146,FALSE,15,0,2,2,19,15,4,0.789473684210526,0.5
"EBIC",19,20,0.33,"FALSE","FALSE","FALSE","17.715872609442","15.0565688642735","2.65930374516846","0.105","1,2,3,4,6,7,9,10,11,20,22,23,26,27,29,35",0.336040747998265,FALSE,11,1,0,4,16,12,4,0.75,0.5
"EBIC",2,20,0.33,"FALSE","FALSE","FALSE","7.94779725817156","6.38113273206317","1.56666452610839","0.107","1,2,4,11,16,17,18,19,20,21,23,24,25,26,27,28,30,31,33",0.125833791842915,FALSE,13,0,1,1,19,13,6,0.684210526315789,0.75
"EBIC",20,20,0.33,"FALSE","FALSE","FALSE","12.3332060614636","10.3651694896504","1.9680365718132","0.083","1,2,3,13,14,15,16,18,20,21,22,23,28,29,30,31,32,33,36",0.353469220531767,FALSE,11,1,1,0,19,12,7,0.631578947368421,0.875
"EBIC",21,20,0.33,"FALSE","FALSE","FALSE","1.36157592771197","0.750782031130266","0.610793896581707","0.122","1,2,3,4,12,13,15,17,19,20,23,24,29,31,32,33,36,37",0.115265998880424,FALSE,9,2,0,1,18,11,7,0.611111111111111,0.875
"EBIC",22,20,0.33,"FALSE","FALSE","FALSE","18.2519325925464","12.6098635835637","5.64206900898268","0.092","2,5,7,8,13,21,23,25,30,32,33,34,35,37",0.218408712038109,FALSE,7,3,3,1,14,10,4,0.714285714285714,0.5
"EBIC",23,20,0.33,"FALSE","FALSE","FALSE","19.359115427624","13.5305840494762","5.82853137814778","0.087","1,2,3,4,15,17,21,23,24,26,31,32,33,35,36,37",0.0932739757449142,FALSE,6,3,0,1,16,9,7,0.5625,0.875
"EBIC",24,20,0.33,"FALSE","FALSE","FALSE","15.3857469535697","13.0698493250946","2.31589762847513","0.079","1,4,9,10,13,15,17,19,20,22,23,24,30,31,33",0.447740870905027,FALSE,10,0,2,1,15,10,5,0.666666666666667,0.625
"EBIC",25,20,0.33,"FALSE","FALSE","FALSE","12.6964332829832","11.23465803876","1.46177524422329","0.132","1,2,3,4,5,6,8,10,12,14,15,17,18,21,22,23,27,29,30",0.569614316387644,FALSE,14,0,0,3,19,14,5,0.736842105263158,0.625
"EBIC",26,20,0.33,"FALSE","FALSE","FALSE","20","15","5","0.11","1,2,3,4,5,6,7,10,13,18,20,22,23,24,29,30,31,32,35",0.081153304555827,FALSE,11,1,0,1,19,12,7,0.631578947368421,0.875
"EBIC",27,20,0.33,"FALSE","FALSE","FALSE","0.0350959904255927","0.0176842543278184","0.0174117360977743","0.088","1,2,3,4,7,12,13,20,22,23,25,28,29,30,31,32,33,35",0.804501700673462,FALSE,9,1,0,0,18,10,8,0.555555555555556,1
"EBIC",28,20,0.33,"FALSE","FALSE","FALSE","20","17","3","0.083","1,2,3,4,5,6,8,9,10,13,14,15,17,18,19,20,29,30,32",1.11721922853791,FALSE,13,0,0,2,19,13,6,0.684210526315789,0.75
"EBIC",29,20,0.33,"FALSE","FALSE","FALSE","20","15","5","0.079","1,2,3,4,7,8,12,15,16,18,19,22,27,28,29,30,31,32,33",0.332424185995474,FALSE,11,0,0,0,19,11,8,0.578947368421053,1
"EBIC",3,20,0.33,"FALSE","FALSE","FALSE","11.4595847936257","9.15419840341275","2.30538639021292","0.082","1,2,3,4,7,12,15,18,20,22,24,26,30,32,33,36",0.368940350710212,FALSE,8,1,0,1,16,9,7,0.5625,0.875
