"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","sel.model","est.mse","recovery","nb.tI.b0","nb.tI.b1","nb.tII.b0","nb.tII.b1","est.size","FP","TP","FDR","power"
"EBIC",1,40,0.33,"FALSE","FALSE","FALSE","6.23567956437435","4.18489525276344","2.0507843116109","0.571","13,21,24,28,32,44,45,52,54,58,61,64,70",0.190969450494261,FALSE,10,1,6,4,13,11,2,0.846153846153846,0.166666666666667
"EBIC",10,40,0.33,"FALSE","FALSE","FALSE","4.97379069375196","4.3186292650135","0.655161428738455","0.435","2,4,6,30,42,50,64,65",0.0703762173076945,FALSE,3,0,3,4,8,3,5,0.375,0.416666666666667
"EBIC",100,40,0.33,"FALSE","FALSE","FALSE","5.90106116750028","3.77646211538123","2.12459905211905","0.577","1,2,3,4,5,7,8,10,17,18,20,23,27,30,35,36,38,44,49,51,52,56,58,59,60,61,62,63,64,65,66,69",0.129583650292021,FALSE,19,2,1,0,32,21,11,0.65625,0.916666666666667
"EBIC",11,40,0.33,"FALSE","FALSE","FALSE","5.34126480372058","3.69055864202745","1.65070616169314","0.469","2,4,5,6,39,41,44,64",0.0702547315005539,FALSE,3,0,2,5,8,3,5,0.375,0.416666666666667
"EBIC",12,40,0.33,"FALSE","FALSE","FALSE","7.15678300100176","4.68606380773813","2.47071919326363","0.515","1,2,6,8,10,11,33,54,61,64,69",0.10483266923463,FALSE,5,1,3,4,11,6,5,0.545454545454545,0.416666666666667
"EBIC",13,40,0.33,"FALSE","FALSE","FALSE","5.95051384831643","4.38362482351044","1.56688902480599","0.548","17,22,32,33,52,56,61,64,66",0.143122947483242,FALSE,6,1,6,4,9,7,2,0.777777777777778,0.166666666666667
"EBIC",14,40,0.33,"FALSE","FALSE","FALSE","5.21276729440903","3.84408802920451","1.36867926520452","0.763","2,30,35,37,51,61,64,65,68",0.136059568819299,FALSE,4,1,5,3,9,5,4,0.555555555555556,0.333333333333333
"EBIC",15,40,0.33,"FALSE","FALSE","FALSE","5.66064251841406","4.12357759947575","1.53706491893831","0.509","1,2,5,23,26,61,64",0.100934319586721,FALSE,2,0,3,4,7,2,5,0.285714285714286,0.416666666666667
"EBIC",16,40,0.33,"FALSE","FALSE","FALSE","5.49271933261969","4.2826568795662","1.21006245305349","0.859","1,14,17,27,31,48,55,64,65,68",0.190585749905793,FALSE,6,1,5,4,10,7,3,0.7,0.25
"EBIC",17,40,0.33,"FALSE","FALSE","FALSE","5.56095590750586","4.16794863817931","1.39300726932655","1.035","1,14,27,31,35,53,54,61",0.226593040433575,FALSE,6,0,5,5,8,6,2,0.75,0.166666666666667
"EBIC",18,40,0.33,"FALSE","FALSE","FALSE","7.33312690906607","5.85859169691894","1.47453521214713","0.852","2,4,6,7,8,22,39,49,54,58,59,60,64,65,68",0.063001158956214,FALSE,8,1,3,3,15,9,6,0.6,0.5
"EBIC",19,40,0.33,"FALSE","FALSE","FALSE","6.90635342186268","4.06135518203794","2.84499823982474","0.609","2,4,17,30,51,61,64,68",0.0912687991980481,FALSE,3,1,4,4,8,4,4,0.5,0.333333333333333
"EBIC",2,40,0.33,"FALSE","FALSE","FALSE","5.0861759421472","4.00190053220759","1.0842754099396","0.506","2,3,4,5,6,7,8,12,16,17,20,22,23,24,25,26,27,31,32,33,34,40,41,42,44,48,49,52,53,58,61,62,63,64,65,68,71",0.51823312891357,FALSE,25,2,1,1,37,27,10,0.72972972972973,0.833333333333333
