"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI","nb.tII","est.size","FP","TP","FDR","power"
"EBIC",1,500,0.33,"TRUE","TRUE","FALSE","19.1198921494601","12.9998728814847","6.12001926797541","9.603","0.336","0.918","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0.000136403928545386,TRUE,0,0,19,0,19,0,1
"EBIC",10,500,0.33,"TRUE","TRUE","FALSE","19.1216969136625","14.9989301818229","4.12276673183959","10.917","0.327","0.751","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0.00015207760300315,TRUE,0,0,19,0,19,0,1
"EBIC",100,500,0.33,"TRUE","TRUE","FALSE","19.1142099405106","16.0017703240944","3.11243961641614","10.269","0.273","0.92","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",9.26265572385827e-05,TRUE,0,0,19,0,19,0,1
"EBIC",11,500,0.33,"TRUE","TRUE","FALSE","19.1375166992014","15.0012680522893","4.13624864691215","9.67","0.285","0.846","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0.000114262710728197,TRUE,0,0,19,0,19,0,1
"EBIC",12,500,0.33,"TRUE","TRUE","FALSE","19.1125403345956","16.0016118192326","3.11092851536297","10.32","0.316","0.804","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0.000135207488353662,TRUE,0,0,19,0,19,0,1
"EBIC",13,500,0.33,"TRUE","TRUE","FALSE","19.2372462613216","16.001372507392","3.23587375392964","10.761","0.284","0.877","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,236",0.000257529128502169,FALSE,1,0,20,1,19,0.05,1
"EBIC",14,500,0.33,"TRUE","TRUE","FALSE","19.104229853162","14.9916865784284","4.1125432747336","10.534","0.3","0.83","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0.000115733595360126,TRUE,0,0,19,0,19,0,1
"EBIC",15,500,0.33,"TRUE","TRUE","FALSE","19.1942804583025","16.0018795886237","3.19240086967881","10.253","0.304","0.859","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,613",0.000159809299244794,FALSE,1,0,20,1,19,0.05,1
"EBIC",16,500,0.33,"TRUE","TRUE","FALSE","19.2154204184809","16.9857555063932","2.22966491208775","10.031","0.256","0.874","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,49",0.000185375224477946,FALSE,1,0,20,1,19,0.05,1
"EBIC",17,500,0.33,"TRUE","TRUE","FALSE","19.1684853363779","16.001191900852","3.16729343552595","10.156","0.304","0.897","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,163",0.000219128240112298,FALSE,1,0,20,1,19,0.05,1
"EBIC",18,500,0.33,"TRUE","TRUE","FALSE","18.9355638189971","14.7671892310715","4.16837458792564","11.421","0.246","0.786","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0.000100252906466648,TRUE,0,0,19,0,19,0,1
"EBIC",19,500,0.33,"TRUE","TRUE","FALSE","19.156654382892","16.0049396451652","3.1517147377268","9.699","0.29","0.821","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0.0001152177963693,TRUE,0,0,19,0,19,0,1
"EBIC",2,500,0.33,"TRUE","TRUE","FALSE","19.1158631483281","13.9977188432065","5.11814430512159","10.004","0.309","0.918","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",6.05012826033225e-05,TRUE,0,0,19,0,19,0,1
"EBIC",20,500,0.33,"TRUE","TRUE","FALSE","18.7864180291256","16.6867860859833","2.09963194314232","10.595","0.295","0.795","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0.000112276629005794,TRUE,0,0,19,0,19,0,1
"EBIC",21,500,0.33,"TRUE","TRUE","FALSE","18.6586904234248","14.5197282261188","4.13896219730607","10.602","0.279","0.781","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0.000137470412404847,TRUE,0,0,19,0,19,0,1
"EBIC",22,500,0.33,"TRUE","TRUE","FALSE","19.4638152638274","14.0017079924247","5.46210727140275","10.145","0.263","0.798","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,129,137,425",0.000412980213282112,FALSE,3,0,22,3,19,0.136363636363636,1
"EBIC",23,500,0.33,"TRUE","TRUE","FALSE","19.1162807285817","14.0046733102607","5.11160741832102","9.23","0.287","0.828","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",4.77977145974348e-05,TRUE,0,0,19,0,19,0,1
"EBIC",24,500,0.33,"TRUE","TRUE","FALSE","19.1214198149793","16.0025841753089","3.11883563967041","9.767","0.294","0.759","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",6.89174157609677e-05,TRUE,0,0,19,0,19,0,1
"EBIC",25,500,0.33,"TRUE","TRUE","FALSE","19.1862209605995","15.0022283602707","4.18399260032881","11.093","0.314","0.826","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",8.42221039600802e-05,TRUE,0,0,19,0,19,0,1
"EBIC",26,500,0.33,"TRUE","TRUE","FALSE","18.4156296290324","15.9999660146803","2.41566361435214","10.851","0.234","0.776","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,210",0.000181499020144534,FALSE,1,0,20,1,19,0.05,1
"EBIC",27,500,0.33,"TRUE","TRUE","FALSE","19.1515680885478","15.9855701111538","3.165997977394","10.323","0.301","0.897","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",5.77035817925187e-05,TRUE,0,0,19,0,19,0,1
"EBIC",28,500,0.33,"TRUE","TRUE","FALSE","19.2286877234069","15.0014345238128","4.22725319959405","10.34","0.305","0.891","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,125,285",0.000246729782061534,FALSE,2,0,21,2,19,0.0952380952380952,1
"EBIC",29,500,0.33,"TRUE","TRUE","FALSE","19.1580456073679","16.0049450959543","3.15310051141365","9.859","0.319","0.808","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",9.43708473138119e-05,TRUE,0,0,19,0,19,0,1
"EBIC",3,500,0.33,"TRUE","TRUE","FALSE","19.095610856771","16.0013284333371","3.09428242343387","9.615","0.277","0.876","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0.000161316697534181,TRUE,0,0,19,0,19,0,1
"EBIC",30,500,0.33,"TRUE","TRUE","FALSE","18.7899860371164","15.6292630514677","3.16072298564867","10.508","0.295","0.766","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",6.09610173591845e-05,TRUE,0,0,19,0,19,0,1
"EBIC",31,500,0.33,"TRUE","TRUE","FALSE","19.1083333641093","15.9782277686915","3.13010559541778","10.166","0.321","0.875","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",8.60585378494349e-05,TRUE,0,0,19,0,19,0,1
"EBIC",32,500,0.33,"TRUE","TRUE","FALSE","19.1426763971125","15.9339156115965","3.20876078551604","10.877","0.3","0.871","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0.000178443805752991,TRUE,0,0,19,0,19,0,1
"EBIC",33,500,0.33,"TRUE","TRUE","FALSE","19.0717004551707","14.9132915898134","4.15840886535728","9.26","0.27","0.753","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,545",0.000181887017544055,FALSE,1,0,20,1,19,0.05,1
"EBIC",34,500,0.33,"TRUE","TRUE","FALSE","19.2112996716907","15.0032905400916","4.20800913159915","11.195","0.306","0.728","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",7.39245557016749e-05,TRUE,0,0,19,0,19,0,1
"EBIC",35,500,0.33,"TRUE","TRUE","FALSE","19.1051656551213","16.0002195506449","3.10494610447639","9.051","0.296","0.734","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0.000164652610908978,TRUE,0,0,19,0,19,0,1
"EBIC",36,500,0.33,"TRUE","TRUE","FALSE","18.1200920302552","16.0061470746417","2.11394495561355","9.058","0.32","0.873","1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19",0.000298656346003551,FALSE,0,1,18,0,18,0,0.947368421052632
"EBIC",37,500,0.33,"TRUE","TRUE","FALSE","19.1198332682547","15.0018559257084","4.11797734254628","10.296","0.305","0.755","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",9.8097447319188e-05,TRUE,0,0,19,0,19,0,1
"EBIC",38,500,0.33,"TRUE","TRUE","FALSE","19.8051776572727","14.9984120611809","4.80676559609174","11.137","0.305","0.784","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,112,598",0.000303155054376206,FALSE,2,0,21,2,19,0.0952380952380952,1
"EBIC",39,500,0.33,"TRUE","TRUE","FALSE","19.2828832957305","15.0014875853258","4.28139571040463","11.195","0.24","0.832","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,92",0.000118530421095223,FALSE,1,0,20,1,19,0.05,1
"EBIC",4,500,0.33,"TRUE","TRUE","FALSE","18.9681976551797","14.7926907785146","4.17550687666506","10.606","0.308","0.696","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0.000102093330266205,TRUE,0,0,19,0,19,0,1
