"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI.b0","nb.tI.b1","nb.tII.b0","nb.tII.b1","est.size","FP","TP","FDR","power"
"EBIC",1,200,0.33,"FALSE","FALSE","FALSE","14.1514328000069","7.12299892255618","7.02843387745075","0.423","0.053","0.286","1,2,3,4,6,7,8,102,103,104,105,106,107,108",0.00395056577041769,FALSE,0,0,1,1,14,0,14,0,0.875
"EBIC",10,200,0.33,"TRUE","TRUE","FALSE","14.3677823867583","7.35797978023387","7.00980260652444","0.467","0.054","0.284","1,2,3,4,5,6,7,8,102,103,104,105,106,107,108",0.00123345708313604,FALSE,0,0,0,1,15,0,15,0,0.9375
"EBIC",100,200,0.33,"FALSE","FALSE","FALSE","13.7610282860943","6.76143027566658","6.99959801042776","0.582","0.055","0.288","1,2,3,4,5,6,7,8,14,102,103,104,105,106,107,108",0.00445247498604244,FALSE,1,0,0,1,16,1,15,0.0625,0.9375
"EBIC",11,200,0.33,"TRUE","TRUE","FALSE","15.5128305226938","7.60576460104058","7.9070659216532","0.61","0.063","0.269","1,2,3,4,5,6,7,8,101,102,103,104,105,106,107,108",0.00165585607485331,TRUE,0,0,0,0,16,0,16,0,1
"EBIC",12,200,0.33,"TRUE","TRUE","FALSE","14.6892852481864","7.69676500140102","6.99252024678538","0.537","0.052","0.273","1,2,3,4,5,6,7,8,66,102,103,104,105,106,107,108",0.00213441416716225,FALSE,1,0,0,1,16,1,15,0.0625,0.9375
"EBIC",13,200,0.33,"TRUE","TRUE","FALSE","13.3466090672528","6.33432043015606","7.01228863709677","0.56","0.059","0.275","1,2,3,4,5,6,7,8,102,103,104,105,106,107,108",0.00288394661710602,FALSE,0,0,0,1,15,0,15,0,0.9375
"EBIC",14,200,0.33,"TRUE","TRUE","FALSE","15.1076540328421","8.09418407035079","7.0134699624913","0.449","0.056","0.281","1,2,3,4,5,6,7,8,33,102,103,104,105,106,107,108",0.0032868775516417,FALSE,1,0,0,1,16,1,15,0.0625,0.9375
"EBIC",15,200,0.33,"TRUE","TRUE","FALSE","15.0345269303075","8.01972223747219","7.01480469283531","0.468","0.05","0.275","1,2,3,4,5,6,7,8,64,102,103,104,105,106,107,108",0.00242329171346861,FALSE,1,0,0,1,16,1,15,0.0625,0.9375
"EBIC",16,200,0.33,"TRUE","TRUE","FALSE","14.4658529994529","7.54937496035134","6.91647803910155","0.537","0.052","0.278","1,2,3,4,5,6,7,8,102,103,104,105,106,107,108",0.00171941136235485,FALSE,0,0,0,1,15,0,15,0,0.9375
"EBIC",17,200,0.33,"TRUE","TRUE","FALSE","14.6098178779298","7.59064561844255","7.01917225948723","0.535","0.055","0.291","1,2,3,4,5,6,7,8,102,103,104,105,106,107,108",0.00119998012503303,FALSE,0,0,0,1,15,0,15,0,0.9375
"EBIC",18,200,0.33,"TRUE","TRUE","FALSE","15.1165045995562","7.56784023029155","7.54866436926465","0.584","0.056","0.291","1,2,3,4,5,6,7,8,30,41,101,102,103,104,105,106,107,108",0.00338103491482142,FALSE,2,0,0,0,18,2,16,0.111111111111111,1
