"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI.b0","nb.tI.b1","nb.tII.b0","nb.tII.b1","est.size","FP","TP","FDR","power"
"EBIC",1,100,0.33,"FALSE","FALSE","FALSE","12.0688333719417","5.73195055541525","6.33688281652641","0.293","0.043","0.105","1,2,3,4,6,7,19,54,55,56,57,58,59,63",0.013728666513546,FALSE,1,1,1,1,14,2,12,0.142857142857143,0.857142857142857
"EBIC",10,100,0.33,"TRUE","TRUE","FALSE","11.3136517290479","5.06920312487087","6.24444860417706","0.32","0.043","0.116","1,3,4,5,6,7,53,54,55,56,57,58,59",0.00843613770338475,FALSE,0,0,1,0,13,0,13,0,0.928571428571429
"EBIC",100,100,0.33,"FALSE","FALSE","FALSE","11.1394063646354","5.11210863019764","6.02729773443781","0.266","0.045","0.096","1,2,3,4,6,7,21,28,54,55,56,57,58,59,62",0.0176912612435749,FALSE,2,1,1,1,15,3,12,0.2,0.857142857142857
"EBIC",11,100,0.33,"TRUE","TRUE","FALSE","10.8144458529451","5.65003470599577","5.16441114694936","0.271","0.043","0.111","1,2,3,4,6,7,54,55,56,57,58,59",0.00693487413822813,FALSE,0,0,1,1,12,0,12,0,0.857142857142857
"EBIC",12,100,0.33,"TRUE","TRUE","FALSE","11.9887132939935","5.93639636030935","6.0523169336841","0.3","0.044","0.12","1,2,3,4,5,6,7,54,55,56,57,58,59,64",0.00479371924051015,FALSE,0,1,0,1,14,1,13,0.0714285714285714,0.928571428571429
"EBIC",13,100,0.33,"TRUE","TRUE","FALSE","12.7710344835267","6.78156583601788","5.98946864750879","0.248","0.044","0.119","1,2,3,4,5,6,7,54,55,56,57,58,59",0.00465522702016679,FALSE,0,0,0,1,13,0,13,0,0.928571428571429
"EBIC",14,100,0.33,"FALSE","FALSE","FALSE","10.0453559089264","4.64039572623482","5.40496018269154","0.28","0.047","0.136","2,4,5,6,7,54,55,56,57,58,59",0.0158647078674443,FALSE,0,0,2,1,11,0,11,0,0.785714285714286
"EBIC",15,100,0.33,"FALSE","FALSE","FALSE","11.2192173668086","5.24606982531029","5.97314754149832","0.539","0.044","0.117","1,2,3,4,6,7,11,37,42,54,55,56,57,58,59",0.0200006684753055,FALSE,3,0,1,1,15,3,12,0.2,0.857142857142857
"EBIC",16,100,0.33,"FALSE","FALSE","FALSE","10.1900777728798","4.31867191978107","5.8714058530987","0.342","0.049","0.136","1,3,4,5,6,7,54,55,56,57,58,59",0.00934500061742134,FALSE,0,0,1,1,12,0,12,0,0.857142857142857
"EBIC",17,100,0.33,"FALSE","FALSE","FALSE","10.6410579928608","4.84016873422541","5.80088925863542","0.446","0.049","0.131","1,2,3,4,5,6,7,54,55,56,57,58,59",0.00576703035264202,FALSE,0,0,0,1,13,0,13,0,0.928571428571429
"EBIC",18,100,0.33,"TRUE","TRUE","FALSE","11.5007268978163","5.74849763952523","5.75222925829105","0.697","0.048","0.147","2,3,4,5,6,7,25,49,54,55,56,57,58,59",0.0115978912617428,FALSE,2,0,1,1,14,2,12,0.142857142857143,0.857142857142857
"EBIC",19,100,0.33,"FALSE","FALSE","FALSE","10.2818333248837","4.26002512968942","6.02180819519428","0.263","0.047","0.118","2,4,5,6,7,54,55,56,57,58,59",0.0145217996812717,FALSE,0,0,2,1,11,0,11,0,0.785714285714286
"EBIC",2,100,0.33,"FALSE","FALSE","FALSE","10.1495592869234","5.11035563657915","5.03920365034423","0.295","0.04","0.102","2,3,4,5,6,7,54,55,57,58,59",0.0172834685641882,FALSE,0,0,1,2,11,0,11,0,0.785714285714286
"EBIC",20,100,0.33,"FALSE","FALSE","FALSE","10.7606911254909","5.42455894494919","5.33613218054168","0.389","0.041","0.117","1,3,4,5,6,7,54,55,56,57,58,59,63",0.0141766750500837,FALSE,0,1,1,1,13,1,12,0.0769230769230769,0.857142857142857
"EBIC",21,100,0.33,"FALSE","FALSE","FALSE","10.4898611931728","4.386766317033","6.10309487613982","0.256","0.043","0.121","2,3,4,6,7,54,55,56,57,58,59",0.0118957330235296,FALSE,0,0,2,1,11,0,11,0,0.785714285714286
"EBIC",22,100,0.33,"FALSE","FALSE","FALSE","10.7374601636067","4.47586433186998","6.26159583173676","0.332","0.04","0.113","2,3,4,5,6,7,53,54,55,56,57,58,59",0.00870480116906089,FALSE,0,0,1,0,13,0,13,0,0.928571428571429
"EBIC",23,100,0.33,"TRUE","TRUE","FALSE","11.4576488528465","5.48081463627134","5.9768342165752","0.256","0.041","0.12","2,3,4,5,6,7,54,55,56,57,58,59",0.007683090587953,FALSE,0,0,1,1,12,0,12,0,0.857142857142857
