"method","sim","n","betamin","is.true.model.intop.kappa.o","is.true.model.intop.kappa.oplusLASSO","is.s.hat.nan","s.hat","s0.hat","s1.hat","time.l0","time.lasso.cv","time.scad.cv","sel.model","est.mse","recovery","nb.tI","nb.tII","est.size","FP","TP","FDR","power"
"EBIC",1,700,0.33,"TRUE","TRUE","FALSE","20.126590702499","0.0016245756974117","20.1249661268016","14.561","0.559","1.256","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",6.74176319344161e-05,TRUE,0,0,20,0,20,0,1
"EBIC",10,700,0.33,"TRUE","TRUE","FALSE","20.1172447123304","0.000980387406893565","20.1162643249235","12.922","0.501","1.203","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",5.39424731837775e-05,TRUE,0,0,20,0,20,0,1
"EBIC",100,700,0.33,"TRUE","TRUE","FALSE","20.116937694478","0.00257991022745103","20.1143577842505","12.489","0.507","1.137","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",5.09795351155271e-05,TRUE,0,0,20,0,20,0,1
"EBIC",11,700,0.33,"TRUE","TRUE","FALSE","20.1204301946995","0.00125568496988351","20.1191745097296","13.012","0.513","1.201","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",3.69836999496476e-05,TRUE,0,0,20,0,20,0,1
"EBIC",12,700,0.33,"TRUE","TRUE","FALSE","20.0993220925899","0.00142574793408339","20.0978963446558","12.125","0.62","1.2","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",4.85955419294304e-05,TRUE,0,0,20,0,20,0,1
"EBIC",13,700,0.33,"TRUE","TRUE","FALSE","20.1048694389672","0.00232701297562595","20.1025424259916","12.526","0.527","1.262","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",5.60084734266487e-05,TRUE,0,0,20,0,20,0,1
"EBIC",14,700,0.33,"TRUE","TRUE","FALSE","20.1141510852008","0.00129549265896727","20.1128555925418","12.781","0.502","1.203","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",2.02052908806615e-05,TRUE,0,0,20,0,20,0,1
"EBIC",15,700,0.33,"TRUE","TRUE","FALSE","20.168802555883","0.0025701862526913","20.1662323696303","12.621","0.513","1.117","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1060",0.000127705473751173,FALSE,1,0,21,1,20,0.0476190476190476,1
"EBIC",16,700,0.33,"TRUE","TRUE","FALSE","20.1156141909142","0.00106654426203489","20.1145476466522","12.885","0.501","1.138","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",6.30624760391025e-05,TRUE,0,0,20,0,20,0,1
"EBIC",17,700,0.33,"TRUE","TRUE","FALSE","20.1067350747346","0.00136041948650029","20.1053746552481","12.466","0.515","1.15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",7.13103058146e-05,TRUE,0,0,20,0,20,0,1
